first_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
0,0.0,0.4574535309452114,0.8906271971398274,0.12273557627932495,0.3436468224034555,0.30374878974009023,0.4940940993657888,0.4989775876629318,0.4281739902786544,0.4994865903151226,0.4808462652065677,0.3228579915945374,0.4993481065778376,0.4753447878590028,0.498040928889555,0.4946675962603706,0.4939528145799932,0.9000296189983589,0.47958275034187,0.3816510917839602,0.4962744940724241,0.4527566204467509,0.4762170430250413,0.4884090837332573,0.9958862276067793,0.4984674736589397,0.4821113263846012,0.4992464956590023,0.4992110692066852,0.4990807264256642,0.4922350354895598,0.4982964236751404,0.41280642950975305,0.4827062150278745,0.4972000234663991,0.3867736125696833,0.4223508928730255,0.4977480276198152,0.37802891912688064,0.3484734790084392,0.4881620724919239,0.3650055932934039,0.4976606874894594,0.4932354643142231,0.4978130245759322,0.8893617949936821,0.4954019714428033,0.4988479518802754,0.9742073109142602,0.4982347279199539,0.4994868511959399,0.4995953177909956,0.9218025463821056,0.4977728607903775,0.4880590870036329,0.4995780512914251,0.4887862943381957,0.98853794214194,0.4431659861409698,0.4903616368894199,0.4848295208659552,0.9267932489235056,0.4033561874920224,0.4987975254326721,0.4734199528190999,0.4306105077816261,0.4972041057024639,0.6226791206597875,0.4581829363888086,0.4994782170420135,0.497433365770242,0.4981058275990946,0.9463079585358448,0.4993513315250592,0.4932843137040052,0.4654946713919722,0.4784222040202344,0.9541811862424644,0.49030232472689894,0.4978441519537779,0.4973745599100943,0.4011961510086836,0.4893314594336768,0.9934848325754296,0.4917150297258105,0.4945215461314309,0.3780941626166047,0.39108354623158015
1,0.4574535309452114,0.0,0.03299373033807409,0.1305617062010625,0.4980677951306848,0.4958606380177863,0.4986057716517566,0.486918528377897,0.4806888118443268,0.49953111088418295,0.6690984983377497,0.4991716191609412,0.6710555423823721,0.7656872499433097,0.4992022250779496,0.4970752533586226,0.4890138957110467,0.6836216964332401,0.9552459993137262,0.4913822203202022,0.49911178627624697,0.4992344926097707,0.4722313149259578,0.4550174122615791,0.887355826251212,0.4986068429257724,0.4874639481686052,0.9732779811574728,0.4967577412018046,0.4995741541234461,0.6970245718343491,0.4787196290971658,0.4941898910353326,0.4903718069348576,0.4990848606024712,0.4767270871151486,0.476086650461836,0.4993796829568706,0.4738536437099644,0.4812467875932632,0.4954263342432826,0.916330197273004,0.4974625324628895,0.8799869964803408,0.4995094388309802,0.9326211004563506,0.4992547156157988,0.25819181086883225,0.030506605246042862,0.4948057374962003,0.4982936794925292,0.4396271923719645,0.4529350628359734,0.4989704831983854,0.4472344498911474,0.4996160033958715,0.4990988539769709,0.7338440546061783,0.4382340761182478,0.4945791889233732,0.4926709400254266,0.4896656177477378,0.4224403311821005,0.4965639122490701,0.4921710534386971,0.4951833410089362,0.4986206340205915,0.4945547129676962,0.4145229336127667,0.4995123287294733,0.4928754526058249,0.4938537273324489,0.4873047605167525,0.4993208712707191,0.4871232742091895,0.769341730621487,0.4923155904664915,0.4868026583017082,0.4854823332259707,0.4975796025431842,0.4988246151568338,0.4865102285038777,0.8749049291846118,0.9876022412221072,0.48578320200179803,0.417588392919078,0.4979860406524385,0.4931214634142044
2,0.8906271971398274,0.03299373033807409,0.0,0.002691686320204176,0.4568974966085199,0.4923756336774677,0.49884001686048,0.4812173343077856,0.4659766904727831,0.4994145459553669,0.6358281371436786,0.4931844199167916,0.4989200570105826,0.4975087575752654,0.4993639382850338,0.4990313943063334,0.48786269954648503,0.06831621044859353,0.4866328208097336,0.4905633178450629,0.4984984371725947,0.4963679389161512,0.4722901895070996,0.4937215311204482,0.4995995415110171,0.4993419408276326,0.4986393371788668,0.4995574590801229,0.4989892393941966,0.4995644105721724,0.4984343978560445,0.4992240504183466,0.4921005269119216,0.4934794260957034,0.4992940577801986,0.4090825679370919,0.3590403723155626,0.4988534815401933,0.13969484797315215,0.4041275221237432,0.4864746764055711,0.9953625775848696,0.496110648381436,0.8940148525823624,0.4984370761770705,0.9406851971288308,0.4990209619132106,0.4980940155076426,0.005940691591372439,0.456098907519482,0.4983562031241942,0.4994929387242936,0.479478464546917,0.4973333547967505,0.09098405437514866,0.4995872619232164,0.4991127435711212,0.3073822247921458,0.3958872280380804,0.4851562414349978,0.4632670772740859,0.4951159737653514,0.4497250010832877,0.4990467375790564,0.4951442555465166,0.4797861023579472,0.4875696948317601,0.4275873494581437,0.4273453838318338,0.4992959698671236,0.4802877707384371,0.4957478740411223,0.4913972042983042,0.4983004844583701,0.4964063577437771,0.4114109498593831,0.483734087417338,0.4679285631993501,0.4961834813319065,0.4958812245956466,0.4993392341558176,0.6124990359413991,0.6672997179979998,0.9946338191713698,0.4989585393874075,0.4939142124298577,0.4912911012510077,0.4946187947292134
3,0.12273557627932495,0.1305617062010625,0.002691686320204176,0.0,0.4580324929906777,0.484349196634947,0.498571876947457,0.4874784904613989,0.4564541553886162,0.4994360086001165,0.8955947273722543,0.4983955387344316,0.4983999398397032,0.4966763783639297,0.4994069447263277,0.4982729781460168,0.4945807598642374,0.5541052786684025,0.7141753006092666,0.4943103065699061,0.4986576597533265,0.4946038525999937,0.4845845618853984,0.4957810222439062,0.9851498857677264,0.4994897525085414,0.4977873209427247,0.4993241593273761,0.4984203834427616,0.4995275068249944,0.4987263772366764,0.4989945536132912,0.4779905998216975,0.49762101517446705,0.4993138859024514,0.4088404938230106,0.4132715256183096,0.4988771741842351,0.2358482829813915,0.42215042238712586,0.487800869677105,0.9029005984849084,0.4971497679629202,0.9018894042408566,0.4987386911075918,0.9372655991801924,0.4993068763126491,0.4982512859058722,0.005266621268547572,0.4644325685458255,0.4991280218354097,0.4995282881394615,0.4911504893807775,0.4987369963938733,0.08566019896987301,0.4995993355843377,0.4992522841380729,0.9896000411958956,0.4308405317353367,0.4867119943882125,0.4913021440783253,0.4973264326215535,0.4601953946512724,0.4986817778555628,0.4894553942753456,0.4591972402109658,0.4908340440431071,0.8093921087968952,0.3816232304085443,0.4993727048512141,0.4807150339834989,0.49582774807808294,0.480153525287645,0.4955422535383039,0.4974900919677139,0.4882050009984351,0.4870021172134215,0.6636530412585246,0.4962039173447238,0.4976202275735378,0.4991151846362826,0.7696835279744716,0.4242797288223343,0.9984562404320048,0.4978004286496962,0.4860223661929526,0.4908400317248322,0.4938656321478551
4,0.3436468224034555,0.4980677951306848,0.4568974966085199,0.4580324929906777,0.0,0.4409610479823525,0.4990337817375749,0.4990945183146636,0.8312548405020113,0.4994986559109311,0.4670850987090332,0.4992173641845056,0.4938964612356267,0.43300377005396384,0.475922944567693,0.4960941627744893,0.48205659209708296,0.4898699930286114,0.4959234299575786,0.4913627171790126,0.4994077480503942,0.4989956503870542,0.4784773624655953,0.9147823342820802,0.4996540562001086,0.4986939582360577,0.9820962811926479,0.4991754946106381,0.4991545392502368,0.4996235699200858,0.4973690479193046,0.4598237850577993,0.35251392578925456,0.4952407131516862,0.4978559077078699,0.4915948002154855,0.4808538964708841,0.4973101787680261,0.4838225237064502,0.4606035616394446,0.4955644974390119,0.4941366934382162,0.4971791721453334,0.8155498686127776,0.4980976250164786,0.9666946494670569,0.4992621124635572,0.4979478516640821,0.4550633696810244,0.4992643999578905,0.4996416974260402,0.4993188149397619,0.4984689551300991,0.4988189654254149,0.4958837851718479,0.4996662885419659,0.4476567048291745,0.9962709511019512,0.4837437046281408,0.4866433070339139,0.4482561020024059,0.4991125260465776,0.4169285413411117,0.4990701835679857,0.35642660447300584,0.38556751678350426,0.496933817840725,0.4918811091062996,0.4954853366553412,0.49937828521616995,0.4555569246418798,0.4686868821986341,0.9461861329829034,0.4993469056171113,0.4841000600104933,0.4828235047882953,0.654387356427389,0.9819916217197328,0.4520729765112155,0.4987340765088074,0.499442007753649,0.989375688608317,0.8613455087855325,0.4990284918409429,0.4909173254127082,0.4815792524122392,0.3675545781860785,0.460451351092048
5,0.30374878974009023,0.4958606380177863,0.4923756336774677,0.484349196634947,0.4409610479823525,0.0,0.4925786972552917,0.4987904962321805,0.9772690058619784,0.4993970900384374,0.410686697111396,0.4416045298414509,0.4922715532027648,0.9217656249461844,0.4630731274886252,0.4851838359032919,0.4901672665190109,0.42668517683614815,0.4796614839810125,0.48588360421788396,0.4985837466257402,0.4986254623164446,0.4878310331648138,0.9965251400932612,0.9418353183934872,0.4973856523843743,0.4433397556919557,0.4988788674002302,0.7991585181721708,0.4994892783280603,0.4900543201147118,0.4991373400347277,0.4641497064679261,0.49201445544266603,0.495243976977121,0.09351710072591987,0.4966863672597749,0.4984067927245773,0.4229419912594597,0.4122163838729439,0.4978421591971937,0.4970791252989525,0.4854065546848805,0.8595514997094648,0.8389614550257554,0.9541511574380016,0.4969184348439841,0.4605132058313859,0.4955256001219468,0.4659503993842974,0.4990818969700693,0.4996389725243805,0.4943952485951389,0.4977361650707468,0.4856510006857533,0.4996266209784415,0.8676457007114381,0.9909285611092892,0.4956667720523164,0.4973388383002582,0.965535119365198,0.4447500947477918,0.7654485977015333,0.4991297567483205,0.4242595129935736,0.390526852953814,0.4983145284694583,0.4890950110611063,0.4933446100285743,0.4990133664604266,0.4809559824657435,0.492287347389326,0.4861596329652677,0.4994007991108377,0.3846814278054592,0.4182888759553464,0.4577721725363179,0.9970617629892696,0.8879022478032091,0.8352725453814742,0.4937148036553237,0.86880842775529,0.4918487667551149,0.9950455779976466,0.4924872945164429,0.4725800789758066,0.5637050824585836,0.8883023306887489
6,0.4940940993657888,0.4986057716517566,0.49884001686048,0.498571876947457,0.4990337817375749,0.4925786972552917,0.0,0.49767272002939,0.4982678442806836,0.4995587224847858,0.9930647224858722,0.4761862813057308,0.4980077913835349,0.4887057021841928,0.497337955886012,0.8604639357143009,0.4988290038356487,0.9953146415270416,0.9612580382978666,0.4995034325940966,0.4987176884160556,0.4981745625018085,0.4993519184936958,0.4971495578204389,0.7740190225663178,0.498382733387182,0.4974352286099095,0.9581697435038316,0.4968042879723551,0.4995792391183769,0.4933515375907588,0.4940883053674019,0.4980322510552875,0.4983293268443448,0.4944446743410363,0.4987793797555816,0.4986429074449084,0.4985932595288073,0.4962314040784255,0.4914276419056838,0.4987237846656228,0.9061150959988238,0.4985420508617121,0.8113396271497954,0.4990816889432236,0.9640601949503502,0.4693211782257215,0.4982049082917469,0.4989573081546291,0.4981460732535628,0.4993760475152632,0.4996255805496793,0.4993222217148574,0.4987108057953373,0.4969748742787815,0.4996441768553962,0.498320445791778,0.9884839715644468,0.4991852443588104,0.4995857001623699,0.4988164719256007,0.6914561019963218,0.49689572765627793,0.4976280238165547,0.4963662062901954,0.4995235590280157,0.4995444388111736,0.4978562858611826,0.499110158562414,0.4988671002401494,0.4968817576503534,0.4973274341860734,0.9073732905307548,0.4994915784813718,0.4966238966455661,0.497788863996745,0.4979167285042653,0.933355380571232,0.6663559882455913,0.4923803061442414,0.4964697103514253,0.4975149194200375,0.4977332338425777,0.9956051409515541,0.4953827510037601,0.7619466648884754,0.4968749162069196,0.4962474453373612
7,0.4989775876629318,0.486918528377897,0.4812173343077856,0.4874784904613989,0.4990945183146636,0.4987904962321805,0.49767272002939,0.0,0.4972561539822611,0.4994579686654338,0.4953569487060596,0.4975370384670034,0.4862886158405678,0.4973901643307192,0.4992821768596923,0.4983201348705743,0.4896445652274383,0.4706197997643224,0.4868742359996848,0.4923969937303362,0.4903043877200644,0.4973110250670093,0.4975606440298228,0.4960870150861941,0.4996295294267728,0.4920887477560724,0.4993333642232428,0.4985085451345324,0.4980401531667559,0.4995291518369066,0.4881748818323417,0.4732975577098463,0.4881578392140665,0.4960962503472222,0.4982995449171044,0.4989256633864138,0.4987265156461774,0.4851716075713588,0.497836821145881,0.4969854921001168,0.492988424377621,0.4928767652323936,0.4985700260554976,0.4899894909810986,0.4952034763787247,0.4941349317281132,0.4983311476354224,0.4902847991594697,0.4992544256473893,0.4993445966338058,0.4978270811880092,0.4996268696111218,0.4989060319619996,0.4878865635606281,0.4918430047314129,0.4860074800920448,0.4989187495143678,0.4930043730437492,0.4956708780627783,0.4972061406262936,0.4979586555674637,0.4942604148630646,0.4882767752578706,0.4973151564542144,0.4992170365956669,0.4984448424192642,0.4988702715012202,0.4975414059312213,0.4970747001050753,0.4986487135506848,0.4989399397939858,0.498817488293831,0.4994752989461021,0.4994542334216558,0.4988493352109364,0.4982286961053618,0.4993235256687901,0.4935905711418275,0.4989857847896199,0.4895158265794886,0.4976973701587363,0.4912990238767078,0.4843278308439754,0.4973847246259343,0.4988404146689326,0.4958628483846016,0.4988517757473135,0.4990615281093591
8,0.4281739902786544,0.4806888118443268,0.4659766904727831,0.4564541553886162,0.8312548405020113,0.9772690058619784,0.4982678442806836,0.4972561539822611,0.0,0.499456786979381,0.934550459573156,0.4238503941706539,0.4989171746211501,0.6795034616395389,0.9961369934680928,0.9911972203433016,0.4870379846316463,0.4753338155134108,0.4862261904883106,0.488591095810072,0.498692762612349,0.4976928618358155,0.4379368740121996,0.4705652729242142,0.4995568183167121,0.497916587532489,0.9650626313072274,0.9729888928478059,0.4993147929195844,0.4996786180447553,0.4840973511112456,0.4994541369688283,0.6803232213306281,0.4784095594230398,0.497447123575704,0.4820870885398881,0.4884776354010512,0.4978774303698297,0.44246796727313625,0.4645706434499551,0.4681479000590197,0.4950808618438045,0.494994442385262,0.4287420162312119,0.9944502903789381,0.9396014434356792,0.498758276469965,0.4982015306569442,0.4940040964416542,0.4563245505123606,0.4995886465444159,0.499595210573705,0.4866752774255905,0.4915438456439935,0.48978249023937703,0.4996550364599599,0.467138522785911,0.4576855017020469,0.4814040897729706,0.49215372501594,0.3508232010066931,0.4425355557639037,0.4726745552744022,0.498944918667211,0.4219146296718751,0.4505465094375044,0.4869109239481188,0.4659776656752258,0.4338729358249317,0.4995018558808041,0.9578086392792317,0.4906125009958096,0.4868114153828418,0.4993764826919617,0.9921126732244614,0.4289716118892746,0.9106629832284102,0.4284933000732816,0.8848154351849103,0.4967252212527815,0.4982147688006526,0.9906727291303238,0.921314775305114,0.9822705042442594,0.49741179302551897,0.4931572840901216,0.4358008201658711,0.8581214382467108
9,0.4994865903151226,0.49953111088418295,0.4994145459553669,0.4994360086001165,0.4994986559109311,0.4993970900384374,0.4995587224847858,0.4994579686654338,0.499456786979381,0.0,0.4994006458428253,0.4992832878540395,0.4995414848299751,0.4995219783036091,0.4995502167907556,0.4994374621562372,0.4994823268975369,0.4994005145206534,0.4994604011950347,0.4995893325155911,0.4994577432270453,0.499465183659917,0.499446940151303,0.4995504098160157,0.4994746354514257,0.4994611763340182,0.4994974096372736,0.4994552182926067,0.4995533097544065,0.4997044113265314,0.4993430517413619,0.4994579467196481,0.4994983161942612,0.4995023003771005,0.4995408598947085,0.4994707109735917,0.4994387374307109,0.4995523318968757,0.4994395239005692,0.4994731942920213,0.4995015325775608,0.49948539718443,0.4995461112127708,0.4994990996805958,0.4996670541385243,0.4995383135832401,0.4993239369060656,0.4995367510909032,0.4995324775036079,0.499543370639641,0.4991047133031098,0.499558033438672,0.4995756465726455,0.4983056487342489,0.4995327696258167,0.4995562396320827,0.4994930751763076,0.4994919931799493,0.4995269153707176,0.4994908945684192,0.4994643622338937,0.4995006910553416,0.4995255309258066,0.4994340479751864,0.4995297382574988,0.4995601122385037,0.4992809895154912,0.4994899158165124,0.4995244735131623,0.499453375928811,0.4996427686870298,0.4996050393402951,0.4995194707003884,0.4995053694392984,0.4995853079607291,0.4994790847397269,0.4994327426048446,0.4995963768662031,0.9974564530493376,0.4994438770005925,0.4994047530745781,0.4995581201808012,0.4994553109223563,0.4994707419831375,0.4995363819509728,0.4993404550153091,0.4995083484009176,0.4995043117691397
