,C1,N1,E1,C2,N2,E2
0,0.014989617391317153,0.901192985162606,0.08381743032213165,0.16860255302338634,0.7021981947729417,0.12919926778677832
1,0.021296218451722346,0.4390754046922253,0.5396283080637133,0.8906271971398274,0.09377751999919506,0.015595359758511295
2,0.002648359195017667,0.2448210472790059,0.7525305548425969,0.0615364697067093,0.7157613184959642,0.2227022442770565
3,0.0011374803022771809,0.6334021311438602,0.36546042554310315,0.029133814470742498,0.6672701266771193,0.3035960114268972
4,0.0019286811237987493,0.5364623666791994,0.4616088305681579,0.04122119475443148,0.582455744590407,0.37632296377712077
5,0.004461400804804702,0.9837793870905314,0.011759102797624333,0.20763536841758967,0.6762068001116162,0.11615789477864255
6,0.0023304960943404313,0.9956293530637876,0.0020400590304813903,0.08775720727173554,0.7559940774395507,0.15624884837480008
7,0.004752806447891833,0.8522780197255181,0.14296928519701826,0.0896295873531238,0.5565410920769324,0.3538293061670877
8,0.0013066578897213664,0.997667652595102,0.0010254774503718788,0.3057255317968671,0.4772001149574686,0.21707428652772295
9,0.003324283864797174,0.9584955621258845,0.03818012351568169,0.5592187563887666,0.38896312662696114,0.05181814921694025
10,0.0018137100309321816,0.6445448361241761,0.3536414453131912,0.49461967713628424,0.31702682037425983,0.18835336089944174
11,0.0012850586102025243,0.9974126965734753,0.0013021112276435716,0.07456179508128215,0.6477472108135222,0.2776909309489498
12,0.004198615182861304,0.9466981314326124,0.04910339580893885,0.031656124597723004,0.6666982856616689,0.30164568376170964
13,0.001988030917927435,0.9941018211723596,0.00391035363909102,0.042090007915343786,0.7919037139653037,0.16600624421756668
14,0.0023340804619212704,0.9870259966545815,0.010639914875083242,0.07759764910598517,0.707542207174029,0.2148602099283869
15,0.05406912746573947,0.9344903016774285,0.011440437144277827,0.07989138841073175,0.6641094462999907,0.25599918588785986
16,0.9000296189983589,0.0926277410252605,0.007342647369945408,0.8247211722607115,0.1439094872440156,0.03136925715704029
17,0.12867838601192436,0.835741662350085,0.03557998313688002,0.07291939880925104,0.6731680364757323,0.25391249814044564
18,0.40705656824073316,0.4431719857041281,0.14977152269843197,0.067438149235103,0.7118265565336571,0.2207353722248202
19,0.03516683879691862,0.9576442346407225,0.007188983748461996,0.9550196442330264,0.03279264453737969,0.012187559350243082
20,0.002984305342959817,0.9028108360752701,0.09420477375108093,0.2068823684460731,0.5687614939332685,0.2243560941322769
21,0.3539300457248847,0.6153391156166536,0.030730911306234916,0.5940798965385101,0.37816848799555364,0.027751668768122757
22,0.39463713199544354,0.591329479070033,0.014033421380222913,0.18101811277477597,0.5720130621269625,0.24696879411587827
23,0.9146231343303461,0.08455701108955006,0.0008198235115878923,0.9958862276067793,0.002620292170668239,0.0014935713897416616
24,0.0007204367565226143,0.996216795846849,0.003062844742577238,0.14549814815640297,0.6917927374011326,0.16270915276705106
25,0.03383883848464482,0.931594611734459,0.03456668831274779,0.026234252544727082,0.6383898279416347,0.3353758924295251
26,0.004007053496405413,0.9944920200492939,0.0015009700833365168,0.8941526645170141,0.08672756742456413,0.019119760091944334
27,0.0022697162998256463,0.9961559934546163,0.0015742802727318657,0.028933860410792014,0.8120202354583809,0.1590458921464012
28,0.07887761031200394,0.9194289622898443,0.0016935271264937805,0.5874161532974493,0.3816473036825752,0.03093657891846637
29,0.03317057249003502,0.9518145431338239,0.015014790933368527,0.29177138794600205,0.4657176300251273,0.2425109078963936
30,0.08899966298675406,0.9078965385267389,0.0031039176180491174,0.03383685386212908,0.6286169690344373,0.33754615792403103
31,0.004984543093330811,0.8214974670855941,0.17351788195003096,0.020991915385339153,0.6442942466917478,0.33471383957263406
32,0.006514891624112184,0.9591228348144553,0.03436223431715872,0.026076135945280146,0.6503342069409918,0.3235896847929086
33,0.005310594908579623,0.9891190784181098,0.005570213350351617,0.028711474399864798,0.7051629471645471,0.2661256758101571
34,0.008180822669662257,0.7672190395673886,0.22460022451071887,0.026878441109963472,0.7517553335758566,0.22136630128854434
35,0.010135839550952826,0.836140070705931,0.15372414506276416,0.206331653710988,0.6748976706706122,0.11877071631521603
36,0.01206527574603517,0.9834850692639855,0.004449603191593867,0.45287546650518623,0.48496715183244843,0.06215735126141014
37,0.024233949818873907,0.5590130022636481,0.41675310504434054,0.03149599758259375,0.7322450713070907,0.23625896933394003
38,0.0016333738085557506,0.6958085880793431,0.30255804524268987,0.013303058919586427,0.5930455535677639,0.3936513265122179
39,0.012588346328883483,0.9640337625786025,0.023377813312057644,0.022526300375635834,0.6939995505732959,0.2834742285096228
40,0.004195773225987138,0.300758731890636,0.6950455639678821,0.007222742615856009,0.7247384301880048,0.26803872652454364
41,0.007495291160354546,0.9878612841843593,0.004643557988132364,0.02960318326609327,0.7122524081143172,0.25814434742667897
42,0.2022046010277259,0.7870019105823232,0.010793430104038835,0.09419956313614378,0.4971149663524821,0.4086855008642595
43,0.01375437380148997,0.9819316875367297,0.004313789239615829,0.02556331688020543,0.6091156008005948,0.36532108359153087
44,0.889361794993682,0.10540565781632946,0.0052324916540367,0.026226697914958085,0.6614432089707998,0.3123300682396243
45,0.0021853309298545016,0.9886385851063516,0.009175959542160165,0.198454842411732,0.5118216765145743,0.2897235568110868
46,0.08982391697206424,0.908079032141999,0.0020971334804469536,0.03838824279134194,0.7746565033365377,0.18695530076035066
47,0.8135210582101551,0.180591954409863,0.005886949100726368,0.9742073109142602,0.02304683209030954,0.002745979766306637
48,0.0013813534155622433,0.9950930265994699,0.0035256673982525097,0.03769591720296714,0.7159680064471072,0.2463360950563493
49,0.005961130263200487,0.9930187911225791,0.0010201798182548783,0.9054542709826726,0.08367333245312725,0.010872312343132698
50,0.0022162917116858444,0.9969761881642244,0.0008075706712685693,0.0591060171699303,0.6644227088286656,0.2764712764800806
51,0.7245131456068664,0.2716060676741531,0.0038808148722207577,0.9218025463821057,0.07212825567600555,0.006069333437067834
52,0.043300969679168334,0.9524376706110115,0.004261404041938321,0.21234339366666444,0.5728131062001568,0.21484348507292256
53,0.20997061686078486,0.7711620847210203,0.018867345378782395,0.14828228012627975,0.6425084169936157,0.20920937245204238
54,0.004637419799620177,0.9945223700003116,0.000839983719432166,0.15643690095935278,0.56653930787937,0.2770238735666863
55,0.13139296519209226,0.8491263535234043,0.01948060554968084,0.10406012848533003,0.5917590368332483,0.30418074023541036
56,0.9885379421419401,0.008729477460450653,0.0027326668884602983,0.9803499059990185,0.01566641277813573,0.003983533146478867
57,0.00993604156288433,0.8775254438414178,0.11253863066347836,0.017356715493154866,0.6907391855357188,0.2919041457169009
58,0.04975956093387152,0.9319229473681963,0.018317525438561688,0.04447706905946302,0.7850031288160735,0.17051974045991855
59,0.16928488379855308,0.8055104130152105,0.0252046923443872,0.4491005655733551,0.4138753382136573,0.13702412140808018
60,0.19634871360756334,0.7729975272926884,0.030653827420820276,0.9267932489235055,0.054642225844060616,0.018564430039940027
61,0.6844970951420146,0.28982376811985633,0.025679221003478973,0.1410327196911676,0.6929394988955778,0.16602773699104525
62,0.0012389618778235344,0.9963588408951756,0.0024019689453541096,0.27574024870944835,0.6007173947468539,0.12354237971025779
63,0.002307405763642035,0.9446551767897433,0.05303743329624178,0.03622952557717653,0.8154787058575412,0.14829175510012688
64,0.010563494436635783,0.7725387640208387,0.21689766840796448,0.03707272650135992,0.8292932285830492,0.1336340730001319
65,0.0014175969718049973,0.992998430476206,0.005583861069104112,0.03479964484031218,0.8038542579513457,0.1613460103844665
66,0.4116313937008007,0.5822552533212509,0.006113308407993747,0.6226791206597875,0.2823096617846674,0.095011315040196
67,0.01173263311470742,0.9056144659756105,0.08265287666405174,0.032242749895195585,0.6986246764958941,0.2691325526424232
68,0.003961775166333665,0.9949986061104896,0.0010394313469032142,0.5004494411317095,0.4091547401764549,0.09039590178093662
69,0.16510188314251253,0.8306122707566199,0.004285755706153572,0.5931237844477032,0.3278622732745185,0.07901397671076182
70,0.16052843433594605,0.8362913920546902,0.003180207871849611,0.5504320303953094,0.37696008282490756,0.07260796415505158
71,0.9463079585358448,0.04874297377640133,0.004949169096092765,0.905848332452599,0.08512552968589279,0.009026237481914697
72,0.0011201043168734984,0.9975839285068938,0.0012958836888522778,0.08891838824785729,0.6368831529587458,0.2741985623924429
73,0.17457681821828644,0.814336480364221,0.011086564461062935,0.12481568872879555,0.6773269986299313,0.1978572760417929
74,0.02661286811596527,0.9062131810490462,0.06717409569376812,0.10208864675262537,0.6787327493032144,0.21917859052958757
75,0.021714053550887732,0.9360674944794888,0.042218511702509655,0.04774268185348671,0.6517455442571845,0.30051180452420045
76,0.9541811862424643,0.03826538484624669,0.007553515556301936,0.6753157590198987,0.22862146759891214,0.09606284223284373
77,0.06562085681336483,0.9162565757922779,0.018122611888137134,0.04535257054668212,0.6098724723295779,0.3447749328540761
78,0.1009761429576492,0.8951473945086437,0.003876317024030102,0.17538478233769433,0.5663286999170233,0.25828649720768504
79,0.012205908372190185,0.982607329412049,0.005186788555771474,0.2685828895385242,0.5527236577271768,0.1786935249372719
80,0.031246192687661618,0.777320646064332,0.1914332217257749,0.046240939710720276,0.6366747421491212,0.31708434584167544
81,0.12519144685122674,0.8561426579924031,0.018665860330996483,0.021027991370067122,0.6169443604997709,0.3620277673539881
82,0.021496970233238575,0.9700229362615588,0.008479931476171952,0.9934848325754296,0.004737632814444247,0.0017774113770904743
83,0.03320712980128139,0.9507732762386917,0.016019702174903547,0.11394161935031574,0.8071411140702709,0.07891722545639339
84,0.03417719661826092,0.9552403056208485,0.010582430611326398,0.11750787867462736,0.7020312997649186,0.18046089501619303
85,0.0013092929845322026,0.5135230946495822,0.48516760058815434,0.00848742343174963,0.7497702713036773,0.24174235363991364
86,0.002832057864902312,0.7179113281727382,0.27925648096434025,0.028172340502030557,0.7601316626504553,0.21169605801813973
87,0.007621468342395399,0.06548454088744723,0.9268940143176215,0.004838170045683182,0.23996288618562372,0.7551990832280177
88,0.15551854626751294,0.16486095854022434,0.679620440219861,0.046787597263312115,0.24890606142217783,0.7043062879893232
89,0.0010163517704701672,0.9509553193211161,0.04802837500040937,0.0031751303348376706,0.9929728618837096,0.003852140245939998
90,0.001712076148565954,0.9900236424009848,0.008264552401718124,0.0070084446616984685,0.9347681743951062,0.058223468963693514
91,0.00564151961618263,0.9915855698862402,0.0027727250462116584,0.00268578005735349,0.9772298627991616,0.02008427080235792
92,0.009775870388571589,0.9643169714360464,0.025907178226667837,0.14009496153162213,0.8009687352137191,0.05893626992132184
93,0.0023507038043412516,0.9591175753566962,0.03853158114927077,0.0016387755012418827,0.6659660724734293,0.3323950025460471
94,0.001561186202415271,0.9975025896734617,0.0009363142697343903,0.5257831713169302,0.4548280532453552,0.019388767958822314
95,0.4647266371021957,0.5315982258410648,0.0036751945952720713,0.6690984983377497,0.3260260203417937,0.004875304886581782
96,0.030348346712912786,0.9680452710641295,0.0016064818653732762,0.6544865914648665,0.33795253091487604,0.007560910060584739
97,0.010235302370124606,0.5458318530600109,0.4439327061999486,0.6710555423823721,0.30601592017581974,0.02292846058254383
98,0.6315314843657952,0.3649586254436594,0.003509869645748197,0.7656872499433097,0.22781454718405872,0.006498168859763752
