0.000000000000000000e+00,4.600768685709530903e-01,6.433373986701694802e-01,5.877555169119164091e-01,4.969706917870635454e-01,4.924819940577253585e-01,4.147282877221383224e-01,4.929085398754597391e-01,4.881333219225841846e-01,4.852730414658192881e-01,6.118074996335247651e-01,7.055724837345027645e-01,6.407725532401135071e-01,4.981693194582533790e-01,4.888165501171591876e-01,4.992518946696348214e-01,4.726750830439205298e-01,4.827477696426645259e-01,5.971188444078439073e-01,4.994941347867134507e-01,4.825552685103107198e-01,4.676847156087499124e-01,9.671790674379759922e-01,4.988339019054941481e-01,6.487535501817988104e-01,6.030032625168888494e-01,4.450495411571172011e-01,9.211592389759339916e-01,4.989436672137612661e-01,6.590287301610944226e-01,4.975496292792369601e-01,6.660689757183507753e-01,4.776929414866122325e-01,4.774074275215758334e-01,7.211885422857293726e-01,4.873263051632039655e-01,4.996083644536247759e-01,4.892004251625449163e-01,4.838489579534789309e-01,6.149083586501510323e-01,4.837764128293242094e-01,4.992263947812118907e-01,6.825830041493929912e-01,4.897284315453871439e-01,4.958927710830207669e-01,4.985433333089795971e-01,8.263372274327178690e-01,4.730857479082307693e-01,4.975450157153454844e-01,8.354979752304758644e-01,4.901242580605595367e-01,4.977735852376624637e-01,6.709448071987857976e-01,4.857584603862725170e-01,4.984186806003222392e-01,4.996497269779842654e-01,4.983698689164872686e-01,6.737388585731165502e-01,4.411493714975313063e-01,4.953369141889344407e-01,7.067305779192391002e-01,6.951793294662612643e-01,4.824101488640044622e-01,4.995282181875312366e-01,4.622014715882782898e-01,4.994910921297407436e-01,4.070012902592183290e-01,6.664790671116080922e-01,4.784738023225613701e-01,4.947409393529741406e-01,4.899002821030674637e-01,4.886474860772477280e-01
4.600768685709530903e-01,0.000000000000000000e+00,5.204324577960623976e-01,4.516252500447550111e-01,4.745756504298056511e-01,6.759422521137405937e-01,4.553117794747540414e-01,6.299145650736532875e-01,6.983041651626687996e-01,7.227389729152676745e-01,4.478768197427395181e-01,6.968835129585164712e-01,5.746500773380596172e-01,6.890651046636488974e-01,4.948853764906703256e-01,4.924388414923547286e-01,4.900978984619252521e-01,4.375017055047474290e-01,5.908940211827516942e-01,4.995670046010158294e-01,7.159196428803265011e-01,4.720422064843544652e-01,5.596518565382351262e-01,4.993083482255614713e-01,4.944189524063786756e-01,6.436078383234071776e-01,4.493535233469342360e-01,4.550648676611873111e-01,4.968611016852472195e-01,7.338829923645608933e-01,4.675599490696824012e-01,3.496952661522523265e-01,7.136880123384101715e-01,4.763189180096747966e-01,7.316206563942482255e-01,4.694369495105176204e-01,7.489238533381568086e-01,4.905709604065464635e-01,4.325694229901438925e-01,7.471047735188751648e-01,4.899716351514383228e-01,4.995891818565818543e-01,5.364226579456597976e-01,4.964241702423591862e-01,4.745540729785786560e-01,4.723275132103256224e-01,4.958425132291455206e-01,7.381133078121442370e-01,4.965026470873194486e-01,4.788639637700383700e-01,4.789377200858143668e-01,6.266871533970795882e-01,4.710914070258419017e-01,4.517628748549432638e-01,4.960691923797346803e-01,4.994030625871453966e-01,4.535497547363864790e-01,6.603143889533976685e-01,4.957617330515953213e-01,4.464385632585941011e-01,9.774185687805814204e-01,6.211522110234281024e-01,4.817229387065142809e-01,4.994068246536652045e-01,4.796186979920399329e-01,6.456814873676766098e-01,4.214975125699350622e-01,4.423982314243752878e-01,4.791239646243681261e-01,4.479414233634657627e-01,4.943776861908438791e-01,4.930644807312753453e-01
6.433373986701694802e-01,5.204324577960623976e-01,0.000000000000000000e+00,5.008761516917638046e-01,5.525244440846485139e-01,5.669304780977574287e-01,5.034098707816893059e-01,7.302729084534554937e-01,5.286606791241967862e-01,6.395583161730055144e-01,4.782057646491904013e-01,8.176683286168312526e-01,5.518005450040327498e-01,5.276036977984520648e-01,4.976534709341438045e-01,4.986788394238803046e-01,6.103117620496169016e-01,4.855209044897761395e-01,4.915636687338524324e-01,4.981535893042747243e-01,4.782230177528858928e-01,4.860360763276636575e-01,5.329700818227851578e-01,4.988698946866335082e-01,4.826051187572436008e-01,4.923451153940883174e-01,4.714399602929339461e-01,4.926631330939864051e-01,4.964106157095649063e-01,5.794194276656327025e-01,4.950629077523455712e-01,4.629234340764556421e-01,4.673714762852091975e-01,4.747346568799053479e-01,4.875995953828002882e-01,5.560517521183897527e-01,5.791696783769180179e-01,4.896613682404518109e-01,4.844599291692370802e-01,5.790717444709109207e-01,5.501157523869616428e-01,4.987400817140881237e-01,4.952013630812907574e-01,4.900812792713638011e-01,4.913139370157978969e-01,5.199201207442052386e-01,5.423194152377127653e-01,4.846806009327083165e-01,4.980570756601938043e-01,4.777318772330413910e-01,4.962522900938286519e-01,6.579254367803967218e-01,4.933167423727313761e-01,5.586772259353738335e-01,4.969869220287301825e-01,4.993174183611075456e-01,4.877175975548626585e-01,5.725514593890194126e-01,5.014050670055215653e-01,4.988191238974500341e-01,8.779696512711065992e-01,8.034433385334670552e-01,4.854240830423067199e-01,4.994522137199553513e-01,4.760616195286570540e-01,7.112302877658752687e-01,5.548919206076786681e-01,4.692654786799851929e-01,4.958144112113431201e-01,4.928711694493972395e-01,4.984951655464582299e-01,4.983086660443296623e-01
5.877555169119164091e-01,4.516252500447550111e-01,5.008761516917638046e-01,0.000000000000000000e+00,6.810326403121280681e-01,4.929496133800347346e-01,4.940247392277333782e-01,3.430236537152961951e-01,4.979131732320294379e-01,4.941971580362164995e-01,4.919061965556983385e-01,5.229065325897912508e-01,5.168649187446050508e-01,9.932713278226457110e-01,4.952667376880663941e-01,4.994212056022171442e-01,5.611352562479992034e-01,4.938525345471982408e-01,4.990958384458706321e-01,4.844762577211094157e-01,4.934281925969145055e-01,4.291017074019293220e-01,4.853805192442405825e-01,6.179376663239046774e-01,4.784137403326590987e-01,4.974971725957102464e-01,4.940313680505818428e-01,4.855860055524408025e-01,4.981510697768000151e-01,6.124902614967107084e-01,4.982823017037224522e-01,4.761422138134105975e-01,4.555404718159317135e-01,4.302621982396400702e-01,4.887812088905024166e-01,4.385040552685402493e-01,4.996054696216233326e-01,4.906672013754574957e-01,4.923185035664737752e-01,8.424799789956920471e-01,9.521271115828537912e-01,4.986868013330441607e-01,4.955281202410138919e-01,4.887171946986177407e-01,5.479364116440564869e-01,5.983773707900739147e-01,4.984912183864602109e-01,5.220662491665680749e-01,4.992306439627535175e-01,4.742809385368450537e-01,4.979366353497846065e-01,4.987437434035806860e-01,4.670152886027266748e-01,7.261208119506734615e-01,5.399448668985130650e-01,4.995465933438955064e-01,4.975124379791588392e-01,4.853054649808721810e-01,9.012010516510661207e-01,4.991417973638417882e-01,9.370879554996612848e-01,4.797546343293658255e-01,4.900910562950875349e-01,4.994785357358185185e-01,4.382951110762765001e-01,4.987158901696283619e-01,6.112559038196559991e-01,4.920277671130369179e-01,5.620298164975859878e-01,4.920764691158524551e-01,4.990471413918912136e-01,4.983576327882934254e-01
4.969706917870635454e-01,4.745756504298056511e-01,5.525244440846485139e-01,6.810326403121280681e-01,0.000000000000000000e+00,4.956738411659805665e-01,6.836927583850589407e-01,8.605337447102106019e-01,6.178684436825350179e-01,8.914874915857489146e-01,4.680531015919288107e-01,9.986581276793752293e-01,4.940781902763770050e-01,4.929076834596689549e-01,4.976299940687187728e-01,4.993565400315618796e-01,4.718575506384855012e-01,9.298990182709090391e-01,9.836466400209752381e-01,9.412195762594004478e-01,4.930969766257735087e-01,4.501484107152937675e-01,9.974412331878403926e-01,4.994972676454109139e-01,4.797417389019332790e-01,9.206874244882286007e-01,4.995644946114033980e-01,4.647251971902873757e-01,4.965102174188322781e-01,4.992266124134152050e-01,4.960523525790339616e-01,4.860469950486596136e-01,8.076265872286275682e-01,8.631568444262471829e-01,6.155193731328730822e-01,9.989334076543398000e-01,4.995891256502094091e-01,4.657682668356468159e-01,4.898274529023216028e-01,4.995343490840593037e-01,4.985670251766247119e-01,4.996435481220962149e-01,4.899199159857479113e-01,4.843278308439754043e-01,4.909203589195961781e-01,4.989891898506125245e-01,9.992001872693864195e-01,4.451847151811492154e-01,4.979388146320112840e-01,9.213147753051139643e-01,4.966929867149196265e-01,4.977332338425777269e-01,8.613455087855325099e-01,4.922108733257807844e-01,4.980249997457348865e-01,4.996297671273511876e-01,4.884877169574406985e-01,9.871198959297111664e-01,4.992002830742470199e-01,4.984237859714593100e-01,9.352403239955440206e-01,4.936312349067036864e-01,4.425650759674992774e-01,4.994553109223562881e-01,4.977951689109970101e-01,8.200716679887101179e-01,4.893314594336767853e-01,4.918487667551149078e-01,5.976814774702977617e-01,4.969988216568506090e-01,4.984103196441361239e-01,4.980947889982413890e-01
4.924819940577253585e-01,6.759422521137405937e-01,5.669304780977574287e-01,4.929496133800347346e-01,4.956738411659805665e-01,0.000000000000000000e+00,4.590688029020560945e-01,4.963407660891159257e-01,4.976402604484508885e-01,4.833983132811214833e-01,4.972139886147936561e-01,7.157047847636524018e-01,4.978147648593741481e-01,4.958626235964510576e-01,4.942047698744320705e-01,4.988782831929390871e-01,6.973137432013124526e-01,7.092497221359822523e-01,4.967992374532338440e-01,7.162164425901217379e-01,4.971678802246253248e-01,4.956553715550047201e-01,6.872562293910232656e-01,4.995046273500996503e-01,9.216810303499718415e-01,4.909844666221312437e-01,4.180711116018682172e-01,7.039664369169316149e-01,4.994487106088038031e-01,4.991684704800127825e-01,4.952180067917438255e-01,4.963945325731622393e-01,4.825869526802644138e-01,6.880622434605419002e-01,4.809935444581632247e-01,4.872163275076396571e-01,4.995008933270162488e-01,4.923546573890821287e-01,4.991687692442411395e-01,4.996022779229335464e-01,4.989595541275704260e-01,4.994667632670798385e-01,4.743275414600516271e-01,4.971978976321632659e-01,4.920618736468499455e-01,4.978128655782397272e-01,4.935254306421238968e-01,4.254076962614599111e-01,4.911524578544145259e-01,4.879283414993719203e-01,4.994945148687981451e-01,4.963870005926905304e-01,4.965483104297780947e-01,4.982185172595641198e-01,4.796426749721982574e-01,4.994940637058828403e-01,4.913813376623461515e-01,4.871121938205498214e-01,4.953030987311095590e-01,4.990553282030244509e-01,7.296963520096799716e-01,4.977988506319802609e-01,4.773025384151766692e-01,4.995215801359045305e-01,4.971929021437520024e-01,4.975474967200137488e-01,4.899531192471368035e-01,4.936292162098935288e-01,4.994057679646515258e-01,4.982223149475669688e-01,4.960658169561917852e-01,4.988242903252843585e-01
4.147282877221383224e-01,4.553117794747540414e-01,5.034098707816893059e-01,4.940247392277333782e-01,6.836927583850589407e-01,4.590688029020560945e-01,0.000000000000000000e+00,4.927374846066631675e-01,4.984301603161692129e-01,4.732648587855514677e-01,4.693714055186132827e-01,9.750213380992731604e-01,4.248699178313527502e-01,4.979862113233889387e-01,4.901950270442079205e-01,4.994277033888671613e-01,4.919580924607280803e-01,4.982693072335473428e-01,4.954156843269146293e-01,4.994711631083799674e-01,4.949874859411846906e-01,4.981935627553925605e-01,6.700327215935956149e-01,4.989116642447366523e-01,4.628283817470039141e-01,4.917388179327797371e-01,4.819272941015171341e-01,4.650559004670710705e-01,4.994234206933982345e-01,9.019850167737231139e-01,4.984397577217168918e-01,4.582421394922860935e-01,2.904559641309211182e-01,2.831532456216790949e-01,9.535333022689900240e-01,4.729780351044775566e-01,4.996332788563754290e-01,4.952736323432715415e-01,4.964591751247685592e-01,5.616833133689232982e-01,4.945677300696401657e-01,4.977031077850106455e-01,4.140198921400429777e-01,4.989566519283362700e-01,4.839824019083485140e-01,4.989987374015252275e-01,4.968055902975611060e-01,4.820139860942221910e-01,4.992548259540551259e-01,6.469611292062908969e-01,4.937016739848864022e-01,4.965611807721403981e-01,4.140029646390632756e-01,4.731667345206389541e-01,4.809408571664110510e-01,4.996026597992415663e-01,4.965324850371890530e-01,4.640733593124568568e-01,4.486526278036772064e-01,4.787627831832947933e-01,9.477634417799783995e-01,4.943060758198100091e-01,4.971361874844139050e-01,4.995063300850286492e-01,4.834092285649429499e-01,5.878700104123436576e-01,3.845888544240924078e-01,7.260037065736661965e-01,4.787034444565747560e-01,4.918808736953280691e-01,4.986844673822307672e-01,4.859033129127740547e-01
4.929085398754597391e-01,6.299145650736532875e-01,7.302729084534554937e-01,3.430236537152961951e-01,8.605337447102106019e-01,4.963407660891159257e-01,4.927374846066631675e-01,0.000000000000000000e+00,4.947945964064372482e-01,4.811251423628383206e-01,4.909436367930183343e-01,4.877191626170522820e-01,5.144921049034649752e-01,9.762318259329544334e-01,4.986148573091840897e-01,4.993326647081032243e-01,4.901844120681531081e-01,4.976437411596748017e-01,4.917744155427545838e-01,4.995488739242079923e-01,6.211366349355365024e-01,4.818650143595820667e-01,4.932457611684625265e-01,9.713411262223033971e-01,4.711694431325514909e-01,4.920275552267351915e-01,4.987396422859965428e-01,4.909660040394387970e-01,4.677917666514308515e-01,7.123687939761909060e-01,4.993948147942380844e-01,6.379622354566830689e-01,4.836442153752841255e-01,4.731533732950670146e-01,4.846488075674673102e-01,4.595546582380464207e-01,4.995914757527500361e-01,4.901321479309942442e-01,4.900004483640258979e-01,9.228780806091105848e-01,9.165621870442930419e-01,7.201191644149478321e-01,4.903777413034575150e-01,4.944588524182441103e-01,9.523511250937584105e-01,4.993775605804050555e-01,4.977262617197785177e-01,4.770891852795440813e-01,7.468027809041601905e-01,4.618277130321543633e-01,4.977241929865259817e-01,4.980425164205977140e-01,4.956845609135945852e-01,8.357593843659905097e-01,3.730127040310375897e-01,4.995544961233082670e-01,7.006066000401655058e-01,5.228445496561517913e-01,6.678949167652781238e-01,7.077517752462156864e-01,9.404425646974574615e-01,4.880116670843011595e-01,4.912351031380012278e-01,4.995286215694895171e-01,4.985105810139551785e-01,6.690354168585832539e-01,4.731210116962207279e-01,4.894978053571638066e-01,9.745243521580996271e-01,4.926465858360399297e-01,4.993498630250545745e-01,7.189236083558041557e-01
4.881333219225841846e-01,6.983041651626687996e-01,5.286606791241967862e-01,4.979131732320294379e-01,6.178684436825350179e-01,4.976402604484508885e-01,4.984301603161692129e-01,4.947945964064372482e-01,0.000000000000000000e+00,4.981912339262094536e-01,4.965937807844010843e-01,6.243437859861137307e-01,4.817741175727177083e-01,4.852380511453606715e-01,4.988666186327676000e-01,4.981329957968697042e-01,4.981820308466253233e-01,4.968461421354632979e-01,4.973640566523727102e-01,4.993139683748791802e-01,4.397824948901973285e-01,4.989328194811103456e-01,4.909693352421543588e-01,4.986699859613621388e-01,4.983620154331790397e-01,4.964466817153812550e-01,4.918279745828800786e-01,4.989478824882279673e-01,4.942111906814282696e-01,4.984912354747728092e-01,4.768894279721426210e-01,4.984823740085538857e-01,4.914330756538158318e-01,4.973173790391081095e-01,7.037978905876467461e-01,4.980212328775330821e-01,4.996022046701172892e-01,4.976338889718586178e-01,4.980609583493008641e-01,4.994004855787750330e-01,4.972253758647686706e-01,4.994072760160778168e-01,4.985387992514826450e-01,4.936065983691124703e-01,4.911814034417062436e-01,4.909927556395738968e-01,4.941191984116520830e-01,4.926821939921428584e-01,4.941961840352450119e-01,4.974699950267170712e-01,4.885679297237718322e-01,4.944250082478333086e-01,4.990880421312282045e-01,6.558436564352985165e-01,4.836617103476140711e-01,4.988117303068989039e-01,4.159557669823287229e-01,7.404410245687795822e-01,4.869691875947395054e-01,4.979222130014529513e-01,7.167754132937695921e-01,4.979357025717015550e-01,4.986199209348323169e-01,4.994243150375853313e-01,4.956893014649481621e-01,5.479132755554957379e-01,4.976093559319361148e-01,6.644936745183989135e-01,4.983957146632110868e-01,4.986970836531351425e-01,4.979982875850331725e-01,4.977668837090407639e-01
4.852730414658192881e-01,7.227389729152676745e-01,6.395583161730055144e-01,4.941971580362164995e-01,8.914874915857489146e-01,4.833983132811214833e-01,4.732648587855514677e-01,4.811251423628383206e-01,4.981912339262094536e-01,0.000000000000000000e+00,4.206308153281785311e-01,9.835540091272871877e-01,4.789323024641701787e-01,4.980835529568146125e-01,4.972215299305590142e-01,4.992153050739029929e-01,4.890324226075342118e-01,4.899533190667972882e-01,4.824385161575897030e-01,4.946571566072351933e-01,4.923842445012249214e-01,4.988226125397743904e-01,8.957840385511864900e-01,4.993152166321899732e-01,4.811934471110909106e-01,4.891765456144153146e-01,4.970316491995284136e-01,4.784971333394099080e-01,4.973987226708435072e-01,4.966368229554541935e-01,4.984424913114586797e-01,7.573817789300242298e-01,4.931549859094439547e-01,4.960047045349468275e-01,4.986949566524073729e-01,4.869975556661189087e-01,4.995250617954481998e-01,4.859221786244456998e-01,4.701662934213263756e-01,7.519227553136728082e-01,4.982814638927510753e-01,4.977794825863520733e-01,3.593222893576532018e-01,4.989857847896199128e-01,7.985505642488325284e-01,4.781783800647774196e-01,4.962286931404460422e-01,4.985577115647846780e-01,4.980577714121984245e-01,8.848154351849103483e-01,4.953840400000900090e-01,6.663559882455912797e-01,4.520729765112154741e-01,4.919530868889513964e-01,3.759666886974264988e-01,4.996255332697926987e-01,4.950094695830705160e-01,4.247022238624271750e-01,4.714185525493039264e-01,4.934417659276458812e-01,9.632810890560143946e-01,4.989953544929919826e-01,4.762188224548367099e-01,9.974564530493376102e-01,4.960189535522341875e-01,4.973286900513586017e-01,4.903023247268989415e-01,8.879022478032091437e-01,6.708811736417854554e-01,4.968835915804938885e-01,4.924248823802317987e-01,4.979769141175988123e-01
